"","�..CPC1.digit","CPC1.digit.name","CPC.2.digits","CPC.2.digit.name","CPC.3.digits","CPC.3.digit.name","CPC.4.digits","CPC4.digit.name","CPC5.digits","CPC5.digit.name"
"213","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0196","Living plants; cut flowers and flower buds; flower seeds","01963","Flower seeds"
"215","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0197","Unmanufactured tobacco","01970","Unmanufactured tobacco"
"217","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0199","Other raw vegetable materials, n.e.c.","01990","Other raw vegetable materials, n.e.c."
"221","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0211","Bovine animals, live","02111","Cattle"
"222","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0211","Bovine animals, live","02112","Buffalo"
"223","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0211","Bovine animals, live","02119","Other bovine animals"
"225","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0212","Other ruminants","02121","Camels and camelids"
"226","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0212","Other ruminants","02122","Sheep"
"227","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0212","Other ruminants","02123","Goats"
"228","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0212","Other ruminants","02129","Other ruminants, n.e.c."
"230","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0213","Horses and other equines","02131","Horses"
"231","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0213","Horses and other equines","02132","Asses"
"232","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0213","Horses and other equines","02133","Mules and hinnies"
"234","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0214","Swine / pigs","02140","Swine / pigs"
"236","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0215","Poultry","02151","Chickens"
"237","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0215","Poultry","02152","Turkeys"
"238","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0215","Poultry","02153","Geese"
"239","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0215","Poultry","02154","Ducks"
"240","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0215","Poultry","02155","Guinea fowls"
"242","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0219","Other live animals","02191","Rabbits and hares"
"243","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0219","Other live animals","02192","Other mammals"
"244","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0219","Other live animals","02193","Ostriches and emus"
"245","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0219","Other live animals","02194","Other birds"
"246","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0219","Other live animals","02195","Reptiles"
"247","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0219","Other live animals","02196","Bees"
"248","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","021","Live animals","0219","Other live animals","02199","Other live animals, n.e.c."
"251","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","022","Raw milk","0221","Raw milk from bovine animals","02211","Raw milk of cattle"
"252","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","022","Raw milk","0221","Raw milk from bovine animals","02212","Raw milk of buffalo"
"254","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","022","Raw milk","0229","Other raw milk","02291","Raw milk of sheep"
"255","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","022","Raw milk","0229","Other raw milk","02292","Raw milk of goats"
"256","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","022","Raw milk","0229","Other raw milk","02293","Raw milk of camel"
"257","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","022","Raw milk","0229","Other raw milk","02299","Other raw milk n.e.c."
"260","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","023","Eggs of hens or other birds in shell, fresh","0231","Hen eggs in shell, fresh","02311","Hen eggs in shell, fresh, for hatching"
"261","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","023","Eggs of hens or other birds in shell, fresh","0231","Hen eggs in shell, fresh","02312","Other hen eggs in shell, fresh"
"263","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","023","Eggs of hens or other birds in shell, fresh","0232","Eggs from other birds in shell, fresh, n.e.c.","02321","Eggs from other birds in shell, fresh, for hatching"
"264","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","023","Eggs of hens or other birds in shell, fresh","0232","Eggs from other birds in shell, fresh, n.e.c.","02322","Other eggs from other birds in shell, fresh"
"267","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","024","Reproductive materials of animals","0241","Semen","02411","Bovine semen"
"268","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","024","Reproductive materials of animals","0241","Semen","02419","Semen, n.e.c."
"270","0","Agriculture, forestry and fishery products","02","Live animals and animal products (excluding meat)","024","Reproductive materials of animals","0242","Embryos","02420","Embryos"
