"","�..CPC1.digit","CPC1.digit.name","CPC.2.digits","CPC.2.digit.name","CPC.3.digits","CPC.3.digit.name","CPC.4.digits","CPC4.digit.name","CPC5.digits","CPC5.digit.name"
"2884","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","611","Wholesale trade services, except on a fee or contract basis","6119","Wholesale trade services, except on a fee or contract basis, of other products","61194","Wholesale trade services, except on a fee or contract basis, of paper and paperboard"
"2885","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","611","Wholesale trade services, except on a fee or contract basis","6119","Wholesale trade services, except on a fee or contract basis, of other products","61195","Wholesale trade services, except on a fee or contract basis, of waste and scrap and materials for recycling"
"2886","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","611","Wholesale trade services, except on a fee or contract basis","6119","Wholesale trade services, except on a fee or contract basis, of other products","61197","Wholesale trade services, except on a fee or contract basis, of electricity"
"2887","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","611","Wholesale trade services, except on a fee or contract basis","6119","Wholesale trade services, except on a fee or contract basis, of other products","61198","Wholesale trade services, except on a fee or contract basis, of water"
"2888","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","611","Wholesale trade services, except on a fee or contract basis","6119","Wholesale trade services, except on a fee or contract basis, of other products","61199","Wholesale trade services, except on a fee or contract basis, of non-metallic minerals and other products n.e.c."
"2891","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6121","Wholesale trade services on a fee or contract basis, of raw agricultural products and live animals","61211","Wholesale trade services on a fee or contract basis, of grains and oilseeds and oleaginous fruits, seeds and animal feed"
"2892","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6121","Wholesale trade services on a fee or contract basis, of raw agricultural products and live animals","61212","Wholesale trade services on a fee or contract basis, of flowers and plants"
"2893","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6121","Wholesale trade services on a fee or contract basis, of raw agricultural products and live animals","61213","Wholesale trade services on a fee or contract basis, of unmanufactured tobacco"
"2894","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6121","Wholesale trade services on a fee or contract basis, of raw agricultural products and live animals","61214","Wholesale trade services on a fee or contract basis, of live animals, including pet animals"
"2895","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6121","Wholesale trade services on a fee or contract basis, of raw agricultural products and live animals","61215","Wholesale trade services on a fee or contract basis, of hides, skins and leather"
"2896","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6121","Wholesale trade services on a fee or contract basis, of raw agricultural products and live animals","61219","Wholesale trade services on a fee or contract basis, of agricultural raw materials n.e.c."
"2898","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6122","Wholesale trade services on a fee or contract basis, of food, beverages and tobacco","61221","Wholesale trade services on a fee or contract basis, of fruits and vegetables"
"2899","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6122","Wholesale trade services on a fee or contract basis, of food, beverages and tobacco","61222","Wholesale trade services on a fee or contract basis, of dairy products, eggs and edible oils and fats"
"2900","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6122","Wholesale trade services on a fee or contract basis, of food, beverages and tobacco","61223","Wholesale trade services on a fee or contract basis, of meat, poultry and game"
"2901","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6122","Wholesale trade services on a fee or contract basis, of food, beverages and tobacco","61224","Wholesale trade services on a fee or contract basis, of fish and other seafood"
"2902","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6122","Wholesale trade services on a fee or contract basis, of food, beverages and tobacco","61225","Wholesale trade services on a fee or contract basis, of sugar confectionery and bakery products"
"2903","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6122","Wholesale trade services on a fee or contract basis, of food, beverages and tobacco","61226","Wholesale trade services on a fee or contract basis, of beverages"
"2904","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6122","Wholesale trade services on a fee or contract basis, of food, beverages and tobacco","61227","Wholesale trade services on a fee or contract basis, of coffee, tea and spices"
"2905","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6122","Wholesale trade services on a fee or contract basis, of food, beverages and tobacco","61228","Wholesale trade services on a fee or contract basis, of tobacco products"
"2906","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6122","Wholesale trade services on a fee or contract basis, of food, beverages and tobacco","61229","Wholesale trade services on a fee or contract basis, of food products n.e.c."
"2908","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6123","Wholesale trade services on a fee or contract basis, of textiles, clothing and footwear","61231","Wholesale trade services on a fee or contract basis, of yarn and fabrics"
"2909","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6123","Wholesale trade services on a fee or contract basis, of textiles, clothing and footwear","61232","Wholesale trade services on a fee or contract basis, of household linens, curtains, net curtains and diverse household articles"
"2910","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6123","Wholesale trade services on a fee or contract basis, of textiles, clothing and footwear","61233","Wholesale trade services on a fee or contract basis, of articles of clothing, articles of fur and clothing accessories"
"2911","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6123","Wholesale trade services on a fee or contract basis, of textiles, clothing and footwear","61234","Wholesale trade services on a fee or contract basis, of footwear"
"2913","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6124","Wholesale trade services on a fee or contract basis, of household appliances, articles and equipment","61241","Wholesale trade services on a fee or contract basis, of household furniture"
"2914","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6124","Wholesale trade services on a fee or contract basis, of household appliances, articles and equipment","61242","Wholesale trade services on a fee or contract basis, of radio and television equipment and recorded audio and video disks and tapes"
"2915","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6124","Wholesale trade services on a fee or contract basis, of household appliances, articles and equipment","61243","Wholesale trade services on a fee or contract basis, of articles for lighting"
"2916","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6124","Wholesale trade services on a fee or contract basis, of household appliances, articles and equipment","61244","Wholesale trade services on a fee or contract basis, of household appliances"
"2917","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6124","Wholesale trade services on a fee or contract basis, of household appliances, articles and equipment","61245","Wholesale trade services on a fee or contract basis, of miscellaneous household utensils, cutlery, crockery, glassware, china and pottery"
"2918","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6124","Wholesale trade services on a fee or contract basis, of household appliances, articles and equipment","61246","Wholesale trade services on a fee or contract basis, of wickerwork, cork goods, cooper's ware and other wooden ware"
"2920","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6125","Wholesale trade services on a fee or contract basis, of miscellaneous consumer goods","61251","Wholesale trade services on a fee or contract basis, of books, newspapers, magazines and stationery"
"2921","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6125","Wholesale trade services on a fee or contract basis, of miscellaneous consumer goods","61252","Wholesale trade services on a fee or contract basis, of photographic, optical and precision equipment"
"2922","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6125","Wholesale trade services on a fee or contract basis, of miscellaneous consumer goods","61253","Wholesale trade services on a fee or contract basis, of games and toys"
"2923","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6125","Wholesale trade services on a fee or contract basis, of miscellaneous consumer goods","61254","Wholesale trade services on a fee or contract basis, of watches, clocks and jewellery"
"2924","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6125","Wholesale trade services on a fee or contract basis, of miscellaneous consumer goods","61255","Wholesale trade services on a fee or contract basis, of sports goods (incl. bicycles)"
"2925","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6125","Wholesale trade services on a fee or contract basis, of miscellaneous consumer goods","61256","Wholesale trade services on a fee or contract basis, of leather goods and travel accessories"
"2926","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6125","Wholesale trade services on a fee or contract basis, of miscellaneous consumer goods","61259","Wholesale trade services on a fee or contract basis, of miscellaneous consumer goods n.e.c."
"2928","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6126","Wholesale trade services on a fee or contract basis, of construction materials and hardware","61261","Wholesale trade services on a fee or contract basis, of construction materials and flat glass"
"2929","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6126","Wholesale trade services on a fee or contract basis, of construction materials and hardware","61262","Wholesale trade services on a fee or contract basis, of fittings, fixtures and ceramic sanitary fixtures"
"2930","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6126","Wholesale trade services on a fee or contract basis, of construction materials and hardware","61263","Wholesale trade services on a fee or contract basis, of wallpaper and floor coverings"
"2931","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6126","Wholesale trade services on a fee or contract basis, of construction materials and hardware","61264","Wholesale trade services on a fee or contract basis, of paints, varnishes and lacquers"
"2932","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6126","Wholesale trade services on a fee or contract basis, of construction materials and hardware","61265","Wholesale trade services on a fee or contract basis, of hardware and hand tools"
"2934","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6127","Wholesale trade services on a fee or contract basis, of chemical and pharmaceutical products","61271","Wholesale trade services on a fee or contract basis, of basic industrial chemicals and synthetic resins"
"2935","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6127","Wholesale trade services on a fee or contract basis, of chemical and pharmaceutical products","61272","Wholesale trade services on a fee or contract basis, of fertilizers and agrochemical products"
"2936","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6127","Wholesale trade services on a fee or contract basis, of chemical and pharmaceutical products","61273","Wholesale trade services on a fee or contract basis, of pharmaceutical products"
"2937","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6127","Wholesale trade services on a fee or contract basis, of chemical and pharmaceutical products","61274","Wholesale trade services on a fee or contract basis, of medical and orthopaedic goods"
"2938","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6127","Wholesale trade services on a fee or contract basis, of chemical and pharmaceutical products","61275","Wholesale trade services on a fee or contract basis, of perfumery articles, cosmetic articles and toilet soaps"
"2939","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6127","Wholesale trade services on a fee or contract basis, of chemical and pharmaceutical products","61276","Wholesale trade services on a fee or contract basis, of cleaning materials"
"2941","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6128","Wholesale trade services on a fee or contract basis, of machinery, equipment and supplies","61281","Wholesale trade services on a fee or contract basis, of motor vehicles, motorcycles, snowmobiles and related parts and accessories"
"2942","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6128","Wholesale trade services on a fee or contract basis, of machinery, equipment and supplies","61282","Wholesale trade services on a fee or contract basis, of other transport equipment, except bicycles"
"2943","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6128","Wholesale trade services on a fee or contract basis, of machinery, equipment and supplies","61283","Wholesale trade services on a fee or contract basis, of office machinery and equipment including office furniture"
"2944","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6128","Wholesale trade services on a fee or contract basis, of machinery, equipment and supplies","61284","Wholesale trade services on a fee or contract basis, of computers and packaged software"
"2945","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6128","Wholesale trade services on a fee or contract basis, of machinery, equipment and supplies","61285","Wholesale trade services on a fee or contract basis, of electronic and telecommunications equipment and parts"
"2946","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6128","Wholesale trade services on a fee or contract basis, of machinery, equipment and supplies","61286","Wholesale trade services on a fee or contract basis, of agricultural, lawn and garden machinery and equipment, including tractors"
"2947","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6128","Wholesale trade services on a fee or contract basis, of machinery, equipment and supplies","61287","Wholesale trade services on a fee or contract basis, of mining, construction and civil engineering machinery and equipment"
"2948","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6128","Wholesale trade services on a fee or contract basis, of machinery, equipment and supplies","61288","Wholesale trade services on a fee or contract basis, of other industry-specific machinery and equipment and related operating supplies"
"2949","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6128","Wholesale trade services on a fee or contract basis, of machinery, equipment and supplies","61289","Wholesale trade services on a fee or contract basis, of other machinery and equipment n.e.c."
"2951","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6129","Wholesale trade services on a fee or contract basis, of other products","61291","Wholesale trade services on a fee or contract basis, of solid, liquid and gaseous fuels and related products"
"2952","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6129","Wholesale trade services on a fee or contract basis, of other products","61292","Wholesale trade services on a fee or contract basis, of metal ores and metal in primary forms"
"2953","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6129","Wholesale trade services on a fee or contract basis, of other products","61293","Wholesale trade services on a fee or contract basis, of wood in the rough"
"2954","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6129","Wholesale trade services on a fee or contract basis, of other products","61294","Wholesale trade services on a fee or contract basis, of paper and paperboard"
"2955","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6129","Wholesale trade services on a fee or contract basis, of other products","61295","Wholesale trade services on a fee or contract basis, of waste and scrap and materials for recycling"
"2956","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6129","Wholesale trade services on a fee or contract basis, of other products","61297","Wholesale trade services on a fee or contract basis, of electricity"
"2957","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6129","Wholesale trade services on a fee or contract basis, of other products","61298","Wholesale trade services on a fee or contract basis, of water"
"2958","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","61","Wholesale trade services","612","Wholesale trade services on a fee or contract basis","6129","Wholesale trade services on a fee or contract basis, of other products","61299","Wholesale trade services on a fee or contract basis, of non-metallic minerals and other products n.e.c."
"2962","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6211","Non-specialized store retail trade services, of raw agricultural products and live animals","62111","Non-specialized store retail trade services, of grains and oilseeds and oleaginous fruits, seeds and animal feed"
"2963","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6211","Non-specialized store retail trade services, of raw agricultural products and live animals","62112","Non-specialized store retail trade services, of flowers and plants"
"2964","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6211","Non-specialized store retail trade services, of raw agricultural products and live animals","62114","Non-specialized store retail trade services, of live animals, including pet animals"
"2965","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6211","Non-specialized store retail trade services, of raw agricultural products and live animals","62115","Non-specialized store retail trade services, of hides, skins and leather"
"2966","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6211","Non-specialized store retail trade services, of raw agricultural products and live animals","62119","Non-specialized store retail trade services, of agricultural raw materials n.e.c."
"2968","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6212","Non-specialized store retail trade services, of food, beverages and tobacco","62121","Non-specialized store retail trade services, of fruits and vegetables"
"2969","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6212","Non-specialized store retail trade services, of food, beverages and tobacco","62122","Non-specialized store retail trade services, of dairy products, eggs and edible oils and fats"
"2970","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6212","Non-specialized store retail trade services, of food, beverages and tobacco","62123","Non-specialized store retail trade services, of meat, poultry and game"
"2971","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6212","Non-specialized store retail trade services, of food, beverages and tobacco","62124","Non-specialized store retail trade services, of fish and other seafood"
"2972","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6212","Non-specialized store retail trade services, of food, beverages and tobacco","62125","Non-specialized store retail trade services, of sugar confectionery and bakery products"
"2973","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6212","Non-specialized store retail trade services, of food, beverages and tobacco","62126","Non-specialized store retail trade services, of beverages"
"2974","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6212","Non-specialized store retail trade services, of food, beverages and tobacco","62127","Non-specialized store retail trade services, of coffee, tea and spices"
"2975","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6212","Non-specialized store retail trade services, of food, beverages and tobacco","62128","Non-specialized store retail trade services, of tobacco products"
"2976","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6212","Non-specialized store retail trade services, of food, beverages and tobacco","62129","Non-specialized store retail trade services, of food products n.e.c."
"2978","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6213","Non-specialized store retail trade services, of textiles, clothing and footwear","62131","Non-specialized store retail trade services, of yarn and fabrics"
"2979","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6213","Non-specialized store retail trade services, of textiles, clothing and footwear","62132","Non-specialized store retail trade services, of household linens, curtains, net curtains and diverse household articles of textile materials"
"2980","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6213","Non-specialized store retail trade services, of textiles, clothing and footwear","62133","Non-specialized store retail trade services, of articles of clothing, articles of fur and clothing accessories"
"2981","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6213","Non-specialized store retail trade services, of textiles, clothing and footwear","62134","Non-specialized store retail trade services, of footwear"
"2983","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6214","Non-specialized store retail trade services, of household appliances, articles and equipment","62141","Non-specialized store retail trade services, of household furniture"
"2984","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6214","Non-specialized store retail trade services, of household appliances, articles and equipment","62142","Non-specialized store retail trade services, of radio and television equipment and recorded audio and video disks and tapes"
"2985","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6214","Non-specialized store retail trade services, of household appliances, articles and equipment","62143","Non-specialized store retail trade services, of articles for lighting"
"2986","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6214","Non-specialized store retail trade services, of household appliances, articles and equipment","62144","Non-specialized store retail trade services, of household appliances"
"2987","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6214","Non-specialized store retail trade services, of household appliances, articles and equipment","62145","Non-specialized store retail trade services, of miscellaneous household utensils, cutlery, crockery, glassware, china and pottery"
"2988","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6214","Non-specialized store retail trade services, of household appliances, articles and equipment","62146","Non-specialized store retail trade services, of wickerwork, cork goods, cooper's ware and other wooden ware"
"2990","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6215","Non-specialized store retail trade services, of miscellaneous consumer goods","62151","Non-specialized store retail trade services, of books, newspapers, magazines and stationery"
"2991","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6215","Non-specialized store retail trade services, of miscellaneous consumer goods","62152","Non-specialized store retail trade services, of photographic, optical and precision equipment"
"2992","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6215","Non-specialized store retail trade services, of miscellaneous consumer goods","62153","Non-specialized store retail trade services, of games and toys"
"2993","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6215","Non-specialized store retail trade services, of miscellaneous consumer goods","62154","Non-specialized store retail trade services, of watches, clocks and jewellery"
"2994","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6215","Non-specialized store retail trade services, of miscellaneous consumer goods","62155","Non-specialized store retail trade services, of sports goods (incl. bicycles)"
"2995","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6215","Non-specialized store retail trade services, of miscellaneous consumer goods","62156","Non-specialized store retail trade services, of leather goods and travel accessories"
"2996","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6215","Non-specialized store retail trade services, of miscellaneous consumer goods","62159","Non-specialized store retail trade services, of miscellaneous consumer goods n.e.c."
"2998","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6216","Non-specialized store retail trade services, of construction materials and hardware","62161","Non-specialized store retail trade services, of construction materials and flat glass"
"2999","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6216","Non-specialized store retail trade services, of construction materials and hardware","62162","Non-specialized store retail trade services, of fittings, fixtures and ceramic sanitary fixtures"
"3000","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","621","Non-specialized store retail trade services","6216","Non-specialized store retail trade services, of construction materials and hardware","62163","Non-specialized store retail trade services, of wallpaper and floor coverings"
